CONSECUTIVO,COMPRA_CARTERA,EDAD,ACIERTA,QUANTO,ACT_LAB,ANT_DAV,SALDO_DAV_ANT,SALDO_DAV_ACT,CUPO_DAV,ANT_SF,SALDO_SF_ANT,SALDO_SF_ACT,CUPO_SF,NUM_PROD_P1,NUM_PROD_P2,NUM_PROD_P3,NUM_PROD_P4,ENTIDAD_COMPRA
7688,0,50.0,783.0,4198.0,E,1.33,10427.0,10600.0,0.0,15.17,3275.0,3343.0,0.0,0.0,1.0,1.0,1.0,
7689,0,50.0,563.0,4952.0,E,2.08,5535.0,5859.0,5999.0,10.33,9793.0,10435.0,5999.0,0.0,1.0,2.0,0.0,
7690,0,60.0,827.0,6815.0,E,1.83,5894.0,6008.0,0.0,7.08,122590.0,124013.0,0.0,0.0,1.0,1.0,4.0,
7691,0,50.0,447.0,23145.0,E,11.0,23240.0,23237.0,22800.0,12.58,444437.0,441279.0,22800.0,5.0,29.0,2.0,4.0,
7692,0,50.0,401.0,8802.0,I,3.83,542.0,778.0,1099.0,8.92,21385.0,22699.0,1099.0,0.0,4.0,3.0,0.0,
7693,1,32.0,788.0,5490.0,E,2.5,3969.22,0.0,5399.0,4.83,13677.0,25570.0,5399.0,0.0,2.0,1.0,0.0,P2
7694,1,32.0,631.0,5192.0,I,2.25,5432.0,1664.99,7199.0,7.33,54406.0,58544.0,7199.0,1.0,8.0,3.0,1.0,P2
7695,0,60.0,562.0,1946.0,E,2.58,14450.0,14450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7696,0,40.0,797.0,2161.0,E,0.0,254.0,254.0,639.0,7.92,583.0,583.0,639.0,0.0,0.0,1.0,0.0,
7697,0,40.0,799.0,3271.0,E,4.33,3332.0,3834.0,2999.0,6.67,3381.0,3381.0,2999.0,0.0,0.0,1.0,1.0,
7698,0,40.0,877.0,5945.0,I,8.0,1120.0,3694.0,29389.0,11.92,30925.0,27468.0,29389.0,3.0,1.0,1.0,2.0,
7699,0,40.0,834.0,1358.0,E,2.25,198.0,266.0,1499.0,9.25,0.0,0.0,1499.0,0.0,0.0,1.0,0.0,
7700,0,32.0,799.0,9531.0,E,0.08,10155.0,11187.0,9000.0,2.75,83339.0,28012.0,9000.0,0.0,2.0,0.0,0.0,
7701,1,24.0,733.0,2376.0,E,1.33,3949.0,0.0,3999.0,1.92,2364.0,6545.0,3999.0,1.0,0.0,0.0,1.0,P1
7702,0,40.0,860.0,2194.0,E,5.42,1638.0,1863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7703,0,50.0,782.0,3055.0,E,1.0,41860.0,42542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7704,0,32.0,728.0,1548.0,E,0.83,1445.0,1361.0,1999.0,0.0,0.0,0.0,1999.0,0.0,0.0,0.0,0.0,
7705,0,40.0,809.0,3527.0,E,1.25,24016.0,22032.0,0.0,0.75,1806.0,1548.0,0.0,1.0,0.0,1.0,0.0,
7706,1,40.0,718.0,2823.0,,0.75,1557.12,242.54,1699.0,0.83,32351.0,44835.0,1699.0,0.0,0.0,0.0,1.0,P4
7707,0,32.0,438.0,8024.0,E,2.08,12522.0,13390.0,16999.0,2.17,39136.0,38334.0,16999.0,0.0,4.0,0.0,0.0,
7708,0,50.0,787.0,3030.0,E,0.92,539.0,542.0,0.0,2.67,22123.0,20393.0,0.0,0.0,3.0,1.0,2.0,
7709,1,50.0,872.0,10798.0,E,16.5,4635.29,1510.48,19999.0,17.33,33444.0,40860.0,19999.0,1.0,4.0,0.0,0.0,P2
7710,0,40.0,741.0,2525.0,E,0.0,11381.0,11381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
7711,1,70.0,782.0,3444.0,E,10.58,2153.74,962.68,3099.0,14.42,6199.0,7499.0,3099.0,0.0,3.0,1.0,0.0,P2
7712,0,60.0,653.0,1912.0,I,0.92,4320.0,4320.0,0.0,1.33,6330.0,6534.0,0.0,0.0,2.0,0.0,0.0,
7713,0,60.0,417.0,4836.0,E,21.08,4182.0,3801.0,14880.0,3.83,10329.0,10273.0,14880.0,0.0,0.0,2.0,2.0,
7714,0,40.0,797.0,3560.0,I,0.5,6087.0,5551.0,6999.0,7.42,723.0,675.0,6999.0,0.0,1.0,0.0,0.0,
7715,0,50.0,875.0,8488.0,P,18.08,5630.0,5133.0,20799.0,5.42,33340.0,34193.0,20799.0,0.0,0.0,0.0,1.0,
7716,0,32.0,714.0,3047.0,E,0.17,5508.0,4693.0,7199.0,5.75,31444.0,31200.0,7199.0,0.0,8.0,2.0,0.0,
7717,0,32.0,758.0,5598.0,E,1.67,46463.0,47748.0,21200.0,3.42,14004.0,14151.0,21200.0,0.0,5.0,0.0,0.0,
7718,1,50.0,843.0,24967.0,I,8.25,136968.59,7156.0,39999.0,18.92,99994.0,283080.0,39999.0,4.0,1.0,1.0,0.0,P1
7719,0,40.0,684.0,5970.0,E,4.5,6153.0,5948.0,6759.0,1.92,74251.0,74217.0,6759.0,0.0,0.0,0.0,2.0,
7720,1,60.0,910.0,10666.0,I,2.42,3810.53,1845.96,0.0,1.67,53761.0,55674.0,0.0,0.0,1.0,0.0,1.0,P2
7721,1,40.0,448.0,5589.0,,11.17,2755.64,1260.42,17000.0,9.42,0.0,1269.0,17000.0,0.0,1.0,0.0,0.0,P2
7722,1,40.0,843.0,8272.0,I,1.67,6086.95,3040.22,7000.0,6.42,19277.0,30040.0,7000.0,0.0,1.0,2.0,1.0,P3
7723,1,70.0,872.0,11163.0,P,39.92,7206.61,2760.43,82500.0,29.17,34433.0,40468.0,82500.0,0.0,5.0,1.0,0.0,P2
7724,1,32.0,847.0,4968.0,E,6.42,2248.67,815.52,5769.0,3.25,19993.0,21179.0,5769.0,0.0,1.0,3.0,0.0,P3
7725,0,40.0,807.0,16827.0,E,4.67,22381.0,21573.0,39799.0,12.17,62458.0,64480.0,39799.0,0.0,3.0,1.0,5.0,
7726,0,24.0,759.0,2625.0,E,7.67,4501.0,2957.0,5065.0,2.0,0.0,0.0,5065.0,0.0,0.0,0.0,0.0,
7727,0,50.0,778.0,14599.0,E,21.58,11916.0,4731.0,16799.0,5.08,77826.0,83450.0,16799.0,4.0,2.0,1.0,0.0,
7728,0,32.0,375.0,2848.0,E,2.25,4532.0,4566.0,0.0,4.67,3929.0,3930.0,0.0,0.0,3.0,1.0,0.0,
7729,0,60.0,883.0,3842.0,E,1.58,18043.0,17927.0,6999.0,8.58,436.0,891.0,6999.0,0.0,1.0,2.0,0.0,
7730,0,40.0,7.0,1474.0,,0.17,1115.0,1329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7731,0,32.0,372.0,1101.0,E,5.17,1001.0,1106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7732,0,50.0,740.0,2078.0,E,1.08,3949.0,4062.0,1199.0,1.17,0.0,0.0,1199.0,0.0,0.0,0.0,0.0,
7733,0,40.0,681.0,3958.0,E,1.42,23324.0,23641.0,0.0,10.42,7212.0,7212.0,0.0,1.0,0.0,2.0,0.0,
7734,1,50.0,735.0,19692.0,I,1.17,2991.02,1275.6,78600.0,7.0,1357.0,2400.0,78600.0,0.0,1.0,0.0,0.0,P2
7735,1,50.0,815.0,20098.0,I,3.17,14375.7,6010.88,27000.0,17.42,148744.0,157675.0,27000.0,0.0,6.0,0.0,3.0,P2
7736,1,24.0,779.0,2832.0,E,2.92,5697.66,529.53,6249.0,2.08,0.0,6102.0,6249.0,0.0,0.0,0.0,3.0,P4
7737,1,40.0,802.0,5175.0,E,21.25,2310.44,959.42,2999.0,3.92,3186.0,4969.0,2999.0,1.0,0.0,1.0,1.0,P1
7738,0,60.0,864.0,2161.0,I,14.75,474.0,469.0,8400.0,0.0,0.0,0.0,8400.0,0.0,0.0,0.0,0.0,
7739,0,32.0,815.0,2931.0,E,0.08,29433.0,30171.0,0.0,1.67,3.0,3.0,0.0,0.0,0.0,0.0,2.0,
7740,1,60.0,830.0,5482.0,E,8.5,1930.9,603.63,18000.0,8.5,32326.0,33620.0,18000.0,0.0,5.0,1.0,0.0,P2
7741,0,40.0,886.0,12040.0,I,2.33,75.0,2483.0,8999.0,8.58,30706.0,29706.0,8999.0,1.0,1.0,0.0,0.0,
7742,0,70.0,829.0,6790.0,I,14.92,6548.0,4734.0,22240.0,10.83,3113.0,1373.0,22240.0,0.0,0.0,2.0,1.0,
7743,0,32.0,720.0,2128.0,E,0.25,6644.0,7435.0,399.0,0.0,0.0,0.0,399.0,0.0,0.0,0.0,0.0,
7744,1,50.0,892.0,8007.0,E,0.42,3835.97,1861.4,39999.0,8.42,0.0,8402.0,39999.0,0.0,1.0,1.0,0.0,P2
7745,0,24.0,559.0,3618.0,I,0.92,399.0,257.0,3599.0,2.08,5329.0,3769.0,3599.0,0.0,1.0,1.0,0.0,
7746,0,50.0,888.0,2004.0,E,2.17,14309.0,14558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7747,1,40.0,824.0,2931.0,E,1.17,2483.52,1209.32,5999.0,7.67,890.0,2047.0,5999.0,0.0,1.0,0.0,0.0,P2
7748,0,40.0,624.0,20876.0,I,4.17,88788.0,89774.0,116000.0,4.5,63580.0,65192.0,116000.0,0.0,6.0,0.0,0.0,
7749,1,70.0,590.0,10583.0,E,14.42,3352.55,712.62,9999.0,9.67,843.0,4984.0,9999.0,0.0,2.0,2.0,1.0,P2
7750,1,32.0,772.0,7502.0,E,1.58,38631.81,7301.39,7499.0,0.33,5645.0,51269.0,7499.0,0.0,0.0,1.0,0.0,P3
7751,1,40.0,781.0,6790.0,I,0.67,2341.18,641.95,9999.0,8.08,51.0,2564.0,9999.0,0.0,2.0,1.0,0.0,P2
7752,0,50.0,680.0,2459.0,E,3.25,4657.0,5346.0,2000.0,0.92,2179.0,2179.0,2000.0,0.0,0.0,0.0,2.0,
7753,1,32.0,762.0,2575.0,,1.83,1460.12,2.83,1999.0,1.25,13233.0,14211.0,1999.0,0.0,3.0,0.0,0.0,P2
7754,0,32.0,768.0,2020.0,E,1.08,8466.0,8597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7755,1,32.0,869.0,9581.0,E,4.17,2506.72,1025.97,3999.0,6.08,4639.0,8773.0,3999.0,0.0,2.0,3.0,1.0,P3
7756,0,40.0,843.0,3809.0,E,0.67,2070.0,1896.0,9999.0,9.17,1158.0,1158.0,9999.0,0.0,0.0,1.0,0.0,
7757,1,40.0,838.0,11220.0,E,7.58,21043.87,8600.25,44299.0,8.25,62586.0,70626.0,44299.0,0.0,5.0,0.0,1.0,P2
7758,0,70.0,805.0,8645.0,P,1.17,33807.0,35345.0,0.0,7.17,53541.0,30910.0,0.0,0.0,4.0,2.0,0.0,
7759,1,60.0,378.0,12388.0,I,15.5,3549.01,1239.06,21309.0,16.17,18629.0,37398.0,21309.0,0.0,5.0,3.0,1.0,P2
7760,0,40.0,808.0,5324.0,I,0.58,1843.0,934.0,2999.0,11.92,9660.0,8090.0,2999.0,0.0,3.0,2.0,0.0,
7761,1,70.0,935.0,15328.0,E,43.33,1393.25,199.62,43839.0,14.25,54572.0,55953.0,43839.0,3.0,2.0,0.0,0.0,P1
7762,0,50.0,870.0,1391.0,E,3.08,4765.0,4944.0,0.0,5.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
7763,0,60.0,831.0,4943.0,E,3.67,1537.0,1443.0,7199.0,6.17,1895.0,1757.0,7199.0,0.0,0.0,1.0,1.0,
7764,1,50.0,855.0,9573.0,E,16.08,3449.95,1532.02,9709.0,5.0,48.0,9493.0,9709.0,0.0,1.0,0.0,0.0,P2
7765,1,32.0,838.0,4124.0,E,8.33,3468.19,1174.53,9159.0,5.5,4757.0,10807.0,9159.0,0.0,2.0,0.0,0.0,P2
7766,1,32.0,835.0,1349.0,E,3.5,3256.35,1216.88,0.0,2.42,1339.0,3206.0,0.0,0.0,3.0,0.0,0.0,P2
7767,0,50.0,793.0,7809.0,E,4.58,2476.0,3821.0,20000.0,11.67,0.0,81.0,20000.0,0.0,0.0,2.0,0.0,
7768,0,40.0,714.0,1772.0,E,0.42,9987.0,10112.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7769,1,60.0,827.0,3635.0,P,1.33,3800.0,210.75,5299.0,12.08,22924.0,28183.0,5299.0,0.0,0.0,3.0,1.0,P3
7770,0,40.0,811.0,2004.0,E,8.17,9834.0,9913.0,3899.0,6.67,4296.0,4296.0,3899.0,0.0,2.0,0.0,0.0,
7771,0,32.0,815.0,4538.0,E,2.08,19919.0,20387.0,0.0,7.25,6513.0,6427.0,0.0,0.0,2.0,1.0,1.0,
7772,0,40.0,259.0,2376.0,E,0.08,100.0,100.0,99.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,
7773,0,50.0,608.0,1697.0,I,0.17,2699.0,2801.0,0.0,6.0,2778.0,2500.0,0.0,0.0,1.0,1.0,0.0,
7774,0,40.0,649.0,8140.0,E,0.92,37099.0,35423.0,21639.0,4.42,27678.0,25021.0,21639.0,0.0,3.0,0.0,1.0,
7775,0,24.0,570.0,1258.0,E,1.17,11386.0,6321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7776,0,32.0,751.0,2898.0,E,1.67,1791.0,1755.0,1799.0,6.58,25188.0,23167.0,1799.0,0.0,2.0,3.0,2.0,
7777,1,32.0,435.0,4372.0,E,2.42,5839.07,2258.01,9199.0,6.58,1559.0,4292.0,9199.0,0.0,2.0,1.0,0.0,P2
7778,1,40.0,795.0,8132.0,E,4.67,70419.71,9089.79,55900.0,3.83,52732.0,112828.0,55900.0,0.0,2.0,1.0,0.0,P2
7779,0,40.0,428.0,2376.0,E,6.67,6276.0,6646.0,11299.0,6.42,3035.0,3316.0,11299.0,0.0,1.0,0.0,1.0,
7780,1,32.0,728.0,3337.0,E,0.58,4355.75,54.39,13199.0,7.92,7890.0,11792.0,13199.0,0.0,2.0,1.0,0.0,P2
7781,0,32.0,482.0,3693.0,E,0.92,26086.0,26348.0,0.0,2.75,44247.0,44762.0,0.0,0.0,2.0,0.0,1.0,
7782,0,32.0,682.0,1722.0,E,0.5,7004.0,7192.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,1.0,
7783,1,32.0,395.0,2476.0,E,4.08,24927.85,6598.91,20900.0,9.0,16727.0,33073.0,20900.0,0.0,1.0,0.0,2.0,P4
7784,0,40.0,582.0,5796.0,E,2.08,13557.0,13617.0,13849.0,6.67,50014.0,50230.0,13849.0,2.0,3.0,2.0,0.0,
7785,0,24.0,813.0,5001.0,I,2.0,122113.0,122860.0,73300.0,0.0,0.0,0.0,73300.0,0.0,0.0,0.0,0.0,
7786,0,40.0,761.0,8562.0,I,6.42,140123.0,135127.0,139280.0,4.25,2568.0,2359.0,139280.0,0.0,0.0,2.0,0.0,
7787,0,24.0,786.0,3585.0,I,1.5,18057.0,15508.0,21000.0,0.0,0.0,0.0,21000.0,0.0,0.0,0.0,0.0,
7788,0,40.0,837.0,4173.0,,20.75,1292.0,166.0,5519.0,2.92,0.0,276.0,5519.0,0.0,0.0,0.0,1.0,
7789,0,40.0,553.0,3560.0,I,1.25,27272.0,25282.0,10000.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,
7790,0,50.0,844.0,18152.0,I,2.5,43572.0,47395.0,51000.0,7.0,67552.0,62113.0,51000.0,1.0,1.0,0.0,1.0,
7791,1,40.0,738.0,17696.0,E,4.5,3131.31,1421.66,29579.0,8.83,82979.0,86012.0,29579.0,0.0,0.0,3.0,7.0,P4
7792,0,40.0,473.0,10268.0,I,6.5,85260.0,88202.0,8839.0,7.25,4327.0,4321.0,8839.0,0.0,2.0,1.0,0.0,
7793,1,32.0,778.0,2360.0,E,0.42,4856.76,61.45,3999.0,0.33,201.0,14612.0,3999.0,0.0,1.0,0.0,0.0,P2
7794,1,60.0,857.0,19833.0,I,24.75,2972.43,41.18,87050.0,17.33,30191.0,34793.0,87050.0,3.0,4.0,0.0,1.0,P2
7795,1,40.0,761.0,4819.0,E,2.83,6389.62,2595.02,7000.0,1.42,25086.0,48694.0,7000.0,0.0,1.0,0.0,0.0,P2
7796,0,50.0,418.0,2699.0,I,1.67,12896.0,13061.0,0.0,5.42,22414.0,22429.0,0.0,0.0,0.0,1.0,3.0,
7797,1,40.0,377.0,9407.0,E,2.17,4668.18,824.23,7599.0,12.5,161836.0,166459.0,7599.0,1.0,6.0,0.0,4.0,P2
7798,1,24.0,778.0,3064.0,,0.25,2181.56,545.0,2899.0,0.17,52829.0,53768.0,2899.0,0.0,1.0,0.0,1.0,P2
7799,0,40.0,771.0,2368.0,E,2.92,3780.0,3860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7800,0,50.0,806.0,3817.0,E,0.42,38049.0,38450.0,3999.0,8.0,32.0,32.0,3999.0,0.0,0.0,1.0,1.0,
7801,1,40.0,449.0,6020.0,E,3.17,8965.63,3768.66,3799.0,8.83,45851.0,49407.0,3799.0,0.0,1.0,0.0,0.0,P2
7802,0,50.0,470.0,23162.0,I,12.08,26384.0,29556.0,35800.0,17.5,57055.0,60164.0,35800.0,5.0,2.0,0.0,0.0,
7803,0,32.0,381.0,2227.0,I,0.42,6918.0,6918.0,0.0,6.58,32504.0,32051.0,0.0,0.0,2.0,2.0,0.0,
7804,1,32.0,847.0,11096.0,E,0.25,10333.0,100.0,26099.0,4.17,0.0,17822.0,26099.0,0.0,1.0,0.0,0.0,P2
7805,0,60.0,666.0,5738.0,E,1.5,9461.0,9642.0,0.0,11.5,11104.0,12449.0,0.0,0.0,0.0,0.0,3.0,
7806,1,40.0,673.0,8769.0,E,8.58,2465.61,505.45,16500.0,2.5,7770.0,9488.0,16500.0,1.0,1.0,0.0,0.0,P1
7807,1,50.0,805.0,12819.0,E,1.67,69374.6,21134.37,100000.0,12.17,56297.0,119008.0,100000.0,1.0,5.0,1.0,0.0,P2
7808,1,40.0,827.0,4562.0,,0.08,3299.0,1338.27,5199.0,12.33,2507.0,4823.0,5199.0,1.0,0.0,1.0,2.0,P4
7809,0,24.0,626.0,2351.0,E,2.0,817.0,932.0,999.0,1.25,20727.0,21231.0,999.0,0.0,0.0,0.0,2.0,
7810,0,32.0,715.0,2906.0,E,0.25,19010.0,19257.0,0.0,6.67,10379.0,9884.0,0.0,0.0,3.0,1.0,0.0,
7811,0,70.0,782.0,5366.0,I,20.83,15464.0,15529.0,14900.0,0.0,0.0,0.0,14900.0,0.0,0.0,0.0,0.0,
7812,0,24.0,553.0,5647.0,,2.33,13128.0,9813.0,15999.0,1.58,560.0,1926.0,15999.0,0.0,1.0,0.0,0.0,
7813,0,60.0,876.0,4455.0,E,12.83,716.0,993.0,5399.0,3.17,3436.0,4046.0,5399.0,0.0,0.0,0.0,1.0,
7814,1,60.0,839.0,19427.0,I,15.17,1493.0,82.66,63221.0,21.08,629873.0,644178.0,63221.0,0.0,10.0,0.0,0.0,P2
7815,0,32.0,423.0,2310.0,E,6.25,2920.0,3038.0,7699.0,4.83,303.0,303.0,7699.0,0.0,0.0,0.0,1.0,
7816,0,50.0,833.0,3825.0,E,2.58,824.0,441.0,15499.0,31.5,349.0,526.0,15499.0,0.0,2.0,1.0,1.0,
7817,0,40.0,748.0,5531.0,E,0.92,29154.0,30236.0,0.0,9.33,29598.0,30208.0,0.0,0.0,1.0,1.0,2.0,
7818,0,40.0,815.0,5921.0,E,8.33,3894.0,3274.0,3999.0,2.17,27762.0,29412.0,3999.0,0.0,0.0,0.0,2.0,
7819,0,40.0,902.0,23543.0,I,9.33,140381.0,157171.0,25400.0,7.25,13338.0,11962.0,25400.0,0.0,4.0,0.0,0.0,
7820,1,50.0,859.0,16247.0,E,3.92,6817.96,266.58,40000.0,13.75,61754.0,66753.0,40000.0,2.0,6.0,2.0,1.0,P2
7821,1,60.0,887.0,17050.0,I,1.17,3533.93,1394.49,29999.0,9.75,139653.0,161494.0,29999.0,0.0,2.0,1.0,0.0,P2
7822,0,70.0,299.0,4480.0,I,2.0,4079.0,4521.0,4999.0,10.75,43884.0,43793.0,4999.0,3.0,4.0,4.0,2.0,
7823,0,32.0,807.0,2476.0,E,0.33,22224.0,22425.0,0.0,1.17,3242.0,2763.0,0.0,0.0,0.0,2.0,0.0,
7824,0,60.0,780.0,12421.0,I,0.42,62710.0,63400.0,0.0,5.17,144885.0,91867.0,0.0,0.0,5.0,1.0,4.0,
7825,1,70.0,868.0,7875.0,,32.67,6833.15,3290.45,8359.0,32.67,34245.0,40867.0,8359.0,0.0,0.0,0.0,3.0,P4
7826,1,40.0,844.0,6260.0,I,5.83,10315.56,743.79,13499.0,5.67,11.0,10054.0,13499.0,0.0,1.0,0.0,0.0,P2
7827,0,40.0,632.0,4455.0,E,4.92,45301.0,46242.0,4999.0,0.0,0.0,0.0,4999.0,0.0,0.0,0.0,0.0,
7828,0,60.0,480.0,2774.0,E,5.67,3090.0,3410.0,4000.0,9.58,11026.0,11301.0,4000.0,0.0,1.0,2.0,1.0,
7829,1,32.0,811.0,14243.0,E,7.17,5910.09,2849.78,24000.0,4.75,39215.0,43673.0,24000.0,0.0,2.0,1.0,0.0,P2
7830,0,60.0,653.0,4471.0,E,12.92,3803.0,3592.0,3889.0,8.08,32539.0,32034.0,3889.0,0.0,2.0,2.0,2.0,
7831,0,40.0,815.0,3386.0,E,2.75,5978.0,6483.0,499.0,4.25,0.0,0.0,499.0,0.0,0.0,0.0,0.0,
7832,1,50.0,814.0,7593.0,I,1.58,39431.83,38163.07,48080.0,3.5,79683.0,81564.0,48080.0,0.0,3.0,3.0,0.0,P2
7833,0,50.0,875.0,15113.0,E,2.0,2551.0,897.0,14999.0,17.25,61513.0,52796.0,14999.0,2.0,1.0,0.0,1.0,
7834,0,40.0,383.0,2914.0,E,1.17,1780.0,1780.0,1799.0,1.25,1369.0,1406.0,1799.0,0.0,1.0,0.0,0.0,
7835,0,60.0,814.0,10931.0,E,28.75,6556.0,9161.0,35739.0,16.17,17959.0,6242.0,35739.0,0.0,1.0,0.0,0.0,
7836,0,32.0,757.0,2335.0,E,3.0,7832.0,8503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7837,0,60.0,840.0,12678.0,E,25.08,36828.0,37176.0,94600.0,0.0,0.0,0.0,94600.0,0.0,0.0,0.0,0.0,
7838,1,70.0,857.0,3610.0,I,21.42,1756.83,521.76,14690.0,14.5,323.0,1954.0,14690.0,0.0,0.0,0.0,2.0,P4
7839,1,50.0,848.0,28420.0,E,13.42,102158.44,2837.99,30000.0,7.33,409265.0,549762.0,30000.0,4.0,10.0,0.0,2.0,P2
7840,1,32.0,855.0,2757.0,E,5.75,1836.81,553.31,0.0,7.67,4873.0,7701.0,0.0,0.0,1.0,0.0,1.0,P2
7841,0,40.0,805.0,20777.0,E,7.42,21283.0,14898.0,27829.0,5.0,40151.0,42248.0,27829.0,3.0,4.0,0.0,0.0,
7842,0,40.0,808.0,7519.0,E,3.42,1126.0,1572.0,63000.0,8.25,6980.0,5563.0,63000.0,0.0,1.0,1.0,0.0,
7843,1,50.0,856.0,17117.0,E,16.33,3253.38,396.13,109999.0,22.17,37888.0,41933.0,109999.0,1.0,1.0,1.0,0.0,P1
7844,1,60.0,827.0,3345.0,E,16.17,10580.61,2655.17,4949.0,11.08,7312.0,73729.0,4949.0,0.0,0.0,0.0,2.0,P4
7845,1,50.0,860.0,4844.0,E,5.92,4579.25,2203.91,7279.0,7.67,3405.0,6213.0,7279.0,0.0,2.0,0.0,0.0,P2
7846,1,32.0,814.0,3892.0,E,0.42,11159.32,422.79,0.0,5.25,20826.0,56858.0,0.0,0.0,3.0,0.0,0.0,P2
7847,1,40.0,849.0,31749.0,E,2.67,7731.97,143.56,60000.0,12.42,176377.0,181117.0,60000.0,4.0,3.0,1.0,1.0,P1
7848,1,50.0,775.0,11080.0,E,8.58,12654.44,24.03,16000.0,5.75,111677.0,132337.0,16000.0,3.0,5.0,0.0,0.0,P2
7849,0,50.0,732.0,9092.0,E,2.42,12319.0,12478.0,0.0,11.33,121229.0,119512.0,0.0,1.0,4.0,0.0,5.0,
7850,1,70.0,870.0,12951.0,E,2.5,41840.73,16719.95,49999.0,15.25,1452.0,27043.0,49999.0,2.0,5.0,2.0,1.0,P2
7851,0,40.0,818.0,6417.0,E,1.17,1980.0,3548.0,14999.0,0.92,10789.0,17714.0,14999.0,0.0,1.0,1.0,0.0,
7852,1,32.0,756.0,3436.0,E,2.83,7954.25,3760.82,9999.0,1.58,4360.0,27898.0,9999.0,0.0,1.0,0.0,1.0,P2
7853,0,50.0,467.0,2426.0,E,0.92,3822.0,3822.0,3899.0,1.0,5875.0,5752.0,3899.0,0.0,0.0,0.0,2.0,
7854,0,50.0,807.0,1714.0,E,2.42,14056.0,14341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7855,0,32.0,551.0,1498.0,E,2.42,12082.0,12300.0,1299.0,4.33,17.0,5.0,1299.0,0.0,0.0,0.0,1.0,
7856,0,32.0,665.0,2327.0,I,0.0,9912.0,10000.0,0.0,4.08,1071.0,1106.0,0.0,0.0,0.0,0.0,1.0,
7857,0,60.0,806.0,9192.0,E,0.33,37693.0,38198.0,0.0,3.83,20756.0,22450.0,0.0,0.0,3.0,2.0,0.0,
7858,1,40.0,823.0,12173.0,I,11.0,15253.99,3370.57,79200.0,12.67,91016.0,110161.0,79200.0,0.0,3.0,2.0,2.0,P2
7859,1,60.0,881.0,3395.0,E,30.75,3151.0,1508.45,9989.0,12.58,21750.0,26123.0,9989.0,0.0,5.0,0.0,1.0,P2
7860,0,32.0,765.0,2169.0,E,1.5,16582.0,16689.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
7861,0,60.0,859.0,2981.0,E,7.5,2022.0,819.0,3399.0,6.25,9.0,9.0,3399.0,0.0,0.0,1.0,0.0,
7862,0,40.0,723.0,2351.0,E,1.92,6328.0,6621.0,2999.0,0.5,11190.0,10960.0,2999.0,0.0,1.0,0.0,0.0,
7863,1,40.0,779.0,8571.0,E,2.25,3108.1,1554.05,5999.0,5.17,48746.0,49823.0,5999.0,4.0,0.0,0.0,0.0,P1
7864,1,40.0,793.0,5101.0,E,5.33,4000.0,0.0,7999.0,10.42,19967.0,26350.0,7999.0,0.0,2.0,0.0,0.0,P2
7865,0,50.0,873.0,6467.0,I,7.83,42776.0,48799.0,15000.0,2.75,0.0,419.0,15000.0,0.0,1.0,1.0,1.0,
7866,0,40.0,793.0,2244.0,E,0.0,11558.0,11558.0,0.0,2.75,939.0,883.0,0.0,0.0,1.0,0.0,0.0,
7867,0,50.0,723.0,8388.0,E,1.83,11611.0,12625.0,15500.0,0.25,36042.0,36308.0,15500.0,0.0,0.0,0.0,1.0,
7868,1,60.0,823.0,19916.0,I,10.75,28313.68,11682.01,26280.0,12.58,159619.0,463585.0,26280.0,0.0,11.0,1.0,4.0,P2
7869,0,50.0,820.0,2732.0,E,0.25,8549.0,8942.0,7999.0,11.0,167.0,167.0,7999.0,0.0,0.0,1.0,0.0,
7870,0,40.0,795.0,1797.0,E,1.42,3963.0,3963.0,0.0,11.75,1124.0,1158.0,0.0,0.0,1.0,0.0,0.0,
7871,0,32.0,839.0,5747.0,I,0.92,108314.0,120733.0,0.0,6.67,0.0,0.0,0.0,0.0,1.0,0.0,1.0,
7872,1,32.0,834.0,8363.0,E,1.42,4472.47,326.76,12699.0,5.0,38426.0,43724.0,12699.0,0.0,2.0,0.0,0.0,P2
